Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression 222	Expression 151	Expression 154	Expression 271	Expression 544	Expression 568	qValue 222 vs 151	qValue 222 vs 154	qValue 222 vs 271	qValue 222 vs 544	qValue 222 vs 568	qValue 151 vs 154	qValue 151 vs 271	qValue 151 vs 544	qValue 151 vs 568	qValue 154 vs 271	qValue 154 vs 544	qValue 154 vs 568	qValue 271 vs 544	qValue 271 vs 568	qValue 544 vs 568
	3220073	3218748		-	-	PA14_36120	MFS transporter	3	3	4	3	3	4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9967895096763008	1.0	1.0	1.0	1.0	1.0	1.0
	3220256	3221353		+	-	PA14_36130	hypothetical protein	2	3	5	5	2	3	1.0	1.0	0.546998839402135	1.0	1.0	1.0	1.0	1.0	0.9967895096763008	1.0	0.5858425486508788	1.0	0.7043814120944514	1.0	1.0
	3221381	3221911		+	-	PA14_36150	hypothetical protein	1	1	2	2	1	1	1.0	1.0	1.0	1.0	1.0	0.9708650353826471	1.0	1.0	0.9941338349082152	1.0	1.0	0.5607902199592276	1.0	1.0	1.0
	3221908	3223428		+	-	PA14_36170	hypothetical protein	2	2	2	3	2	2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	0.6790547031683858	1.0
3223496	3223496	3224443	3224524	+	-	PA14_36180	LysR family transcriptional regulator	30	29	35	32	30	31	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9909545963395282	1.0	1.0	1.0	1.0	1.0	1.0
	3224525	3225001		+	-	PA14_36190	hypothetical protein	19	18	19	17	17	17	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3225300	3225300	3226106		+	-	PA14_36200	ABC transporter substrate-binding protein	20	42	10	12	21	10	0.22570411887935563	0.06832550096735285	0.374040829853659	1.0	0.060241025012437784	2.6172139999237748E-12	4.3750419465621587E-7	0.7190693247856813	3.9863842770174183E-13	1.0	0.031091322317988116	1.0	0.7397806110477398	1.0	0.03604187866619866
	3226187	3226903		+	-	PA14_36220	amino acid permease	3	4	3	2	3	2	1.0	1.0	0.8656926633789795	1.0	0.3018158141991869	1.0	0.12962117925747502	1.0	0.0012976322387841781	1.0	1.0	0.14094600262409	1.0	1.0	0.724387746810841
	3226905	3227582		+	-	PA14_36230	amino acid ABC transporter permease	13	16	13	12	15	11	1.0	1.0	1.0	1.0	0.8661200464426427	1.0	1.0	1.0	0.30635829139482285	1.0	1.0	1.0	1.0	1.0	0.9271780203472878
3228482	3228482	3227598	3227598	-	-	PA14_36250	hypothetical protein	19	25	22	20	18	14	1.0	1.0	1.0	1.0	0.91995790899192	1.0	1.0	1.0	0.1768705833046363	1.0	1.0	0.7477689248147333	1.0	1.0	1.0
	3230203	3228608	3228608	-	-	PA14_36260	signal transduction protein	14	15	15	18	14	12	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9287936370300228	1.0	1.0	1.0	1.0	1.0	1.0
3231167	3231167	3230292	3230240	-	-	PA14_36270	dehydrogenase	52	61	64	47	37	37	1.0	1.0	1.0	1.0	0.9785970995271729	1.0	1.0	1.0	0.40470040636815185	1.0	1.0	0.4775750693833122	1.0	1.0	1.0
	3231517	3231173		-	-	PA14_36280	antibiotic biosynthesis monooxygenase	13	26	28	14	16	10	0.33901233863649427	0.3333948320293357	1.0	1.0	0.91995790899192	1.0	0.10056303780020978	1.0	1.1987900052021081E-4	0.060067814030367074	0.6532004575231252	3.321168252249768E-5	1.0	1.0	0.7795575281165783
	3232551	3231514		-	-	PA14_36290	hypothetical protein	22	38	32	26	24	17	0.723542392779897	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.03367831811075949	1.0	1.0	0.28070674544058954	1.0	1.0	1.0
3233418	3233266	3232682	3232682	-	-	PA14_36300	TetR family transcriptional regulator	104	30	68	46	40	85	2.467198844196792E-4	1.0	0.07086735415476385	0.06420055067421213	1.0	0.346335826194594	1.0	1.0	0.010275997149815832	1.0	1.0	1.0	1.0	0.5067967397284939	0.5311900376631203
3234672	3234672	3233419	3233419	-	hcnC	PA14_36310	hydrogen cyanide synthase HcnC	498	60	187	132	172	391	7.581617679258574E-17	1.0	0.05857189935833774	0.9189957348533795	1.0	0.28529424405792614	0.9436659021599738	0.6077831368882337	2.14883733275805E-9	1.0	1.0	1.0	1.0	0.47163056963391964	1.0
	3236069	3234675	3234673	-	hcnB	PA14_36320	hydrogen cyanide synthase HcnB	226	28	87	69	121	167	1.8986914562738335E-23	0.6461412221630649	0.0649731047313801	1.0	1.0	0.0484656702737338	0.3001954337176315	1.0685680809395088E-4	2.736616437186928E-11	1.0	1.0	0.9263888018695811	1.0	0.6261403380228378	1.0
3236385	3236380	3236066		-	hcnA	PA14_36330	hydrogen cyanide synthase HcnA	214	20	87	58	70	141	6.86757581243763E-100	0.040682553613396684	2.6029408744740154E-7	0.00729093369198281	0.8661200464426427	6.481056054936996E-11	9.262543038132842E-4	1.6128810974820913E-6	2.5722505366684154E-37	1.0	1.0	0.8309454166080663	1.0	0.01761623306482368	0.7507918708216019
3236744	3236744	3237988		+	exoY	PA14_36345	adenylate cyclase	64	45	74	85	50	71	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8594134432821361	1.0	1.0	1.0	1.0	1.0	1.0
3238589	3238539	3237985		-	-	PA14_36350	hypothetical protein	69	57	80	100	66	86	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9644322707763724	1.0	1.0	1.0	1.0	1.0	1.0
3239145	3239118	3238696	3238671	-	-	PA14_36360	hypothetical protein	52	46	64	78	53	61	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3240497	3240360	3239146	3239146	-	-	PA14_36370	carboxylate-amine ligase	25	28	39	40	34	33	1.0	1.0	0.8452843457235186	1.0	1.0	1.0	1.0	1.0	0.9945176974233028	1.0	1.0	1.0	1.0	1.0	1.0
	3240498	3241922		+	-	PA14_36375	hypothetical protein	7	10	10	11	9	10	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3241906	3242856		+	-	PA14_36390	hypothetical protein	12	15	17	17	14	14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3243160	3242840		-	-	PA14_36400	hypothetical protein	7	10	12	14	13	11	1.0	1.0	0.5204084038792246	0.7862259270951362	1.0	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
3243216	3243223	3243831	3243831	+	-	PA14_36410	hypothetical protein	18	27	25	33	22	33	1.0	1.0	0.8570476725057866	1.0	0.9404791323189913	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3246016	3245934	3243835	3243832	-	-	PA14_36420	sensor/response regulator hybrid	30	33	34	44	35	43	1.0	1.0	0.8997947208382466	1.0	0.9579723442440938	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3246017	3246017	3246607	3246619	+	-	PA14_36450	hypothetical protein	86	89	103	68	87	75	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9531098971916475	1.0	1.0	1.0	1.0	1.0	1.0
3246620	3246620	3246967	3247016	+	-	PA14_36460	hypothetical protein	53	60	70	59	77	70	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
3247252	3247252	3247560	3247560	+	-	PA14_36470	hypothetical protein	56	81	106	67	73	89	1.0	0.8373851571930802	1.0	1.0	1.0	1.0	1.0	1.0	0.9911884050858921	1.0	1.0	1.0	1.0	1.0	1.0
	3247812	3247591		-	-	PA14_36480	hypothetical protein	10	19	16	22	15	21	0.8606269694093179	1.0	0.27326813298080627	1.0	0.4056838120337006	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3248218	3247868	3247868	-	-	PA14_36490	hypothetical protein	27	42	38	56	36	40	1.0	1.0	0.38255897114103726	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3249321	3249321	3248245	3248219	-	-	PA14_36500	hypothetical protein	40	64	68	79	57	56	0.9347051310230147	1.0	0.3871558277133563	1.0	1.0	1.0	1.0	1.0	0.9777093108365946	1.0	1.0	1.0	1.0	1.0	1.0
3249795	3249795	3249325	3249322	-	-	PA14_36520	hypothetical protein	46	73	72	91	75	71	0.9705870380112395	1.0	0.3464890616217027	0.8625152730421368	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3250449	3250449	3249997		-	-	PA14_36530	hypothetical protein	26	53	48	57	36	40	0.3176585471825858	1.0	0.2771063558137758	1.0	1.0	1.0	1.0	1.0	0.7786166749137341	1.0	1.0	1.0	1.0	1.0	1.0
	3251351	3250575		-	-	PA14_36540	hypothetical protein	16	14	15	24	16	18	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3252647	3252445	3251348		-	-	PA14_36550	hypothetical protein	29	26	34	40	29	32	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3253146	3253139	3252774	3252774	-	-	PA14_36560	hypothetical protein	96	87	65	93	63	71	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9306629108724813	1.0	1.0	1.0	1.0	1.0	1.0
3253482	3253507	3255048		+	glgA	PA14_36570	glycogen synthase	38	53	57	64	45	50	1.0	1.0	0.6953053609117669	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3255048	3256799		+	-	PA14_36580	glycosyl hydrolase	27	43	48	64	49	47	0.9557028241306438	0.9751200440888516	0.15676622140160526	0.6714399561328518	0.6593458186224651	1.0	1.0	1.0	0.9967805229769889	1.0	1.0	1.0	1.0	1.0	1.0
	3256792	3258846		+	-	PA14_36590	4-alpha-glucanotransferase	21	36	36	50	43	39	0.8318071228464758	1.0	0.15083614185335187	0.42801388721730177	0.5377663084843005	1.0	1.0	1.0	0.9955915553035619	1.0	1.0	1.0	1.0	1.0	1.0
	3258839	3261619		+	-	PA14_36605	maltooligosyl trehalose synthase	23	49	39	64	51	52	0.4363462384711768	1.0	0.05412138635086941	0.32737579880808637	0.2902295250855913	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3261616	3261921		+	-	PA14_36620	hypothetical protein	9	29	23	36	31	29	2.8725779255271526E-4	0.07012105736689246	4.627776703996782E-7	4.041528085815581E-5	0.001008530108205721	1.0	1.0	1.0	0.9903226631520243	0.8579592088360258	1.0	1.0	1.0	1.0	1.0
3261922	3261934	3264084	3264183	+	-	PA14_36630	glycosyl hydrolase	21	50	34	60	48	48	0.13980275306035242	1.0	0.02148040187009457	0.2018430699262334	0.21320351484464242	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3264184	3264184	3264600	3264600	+	-	PA14_36650	hypothetical protein	40	106	73	122	98	99	0.022142733386754657	1.0	0.0029213330150719215	0.052742352717739305	0.08903570752974933	1.0	1.0	1.0	0.9903226631520243	0.7962981029209503	1.0	1.0	1.0	1.0	1.0
3264601	3264667	3265914	3265914	+	-	PA14_36660	alcohol dehydrogenase	17	34	30	44	32	34	0.4182466206062562	1.0	0.044908161101523784	0.5286421354249115	0.5365802460167827	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3265915	3265918	3266856		+	-	PA14_36670	hypothetical protein	17	27	32	41	31	32	0.9314372018926917	0.8373851571930802	0.06342857661585859	0.4631434706610567	0.5972271202222594	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
	3266853	3267590		+	-	PA14_36680	hypothetical protein	13	24	22	31	21	19	0.5808483368891105	1.0	0.08682965486481335	1.0	1.0	1.0	1.0	1.0	0.8925916781893412	1.0	1.0	1.0	1.0	0.728647090191044	1.0
	3267587	3268792		+	-	PA14_36690	cardiolipin synthase 2	20	29	29	47	34	37	1.0	1.0	0.10525838509244552	0.2244653042195222	0.6385032415891446	1.0	1.0	1.0	0.9903226631520243	0.9354032554198849	1.0	1.0	1.0	1.0	1.0
	3268789	3269784	3269784	+	-	PA14_36700	hypothetical protein	11	27	23	35	30	29	0.08397560020763983	0.7187412735998496	0.002699975833304579	0.02223424427179075	0.08099948631074114	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3271984	3269786	3269785	-	glgB	PA14_36710	glycogen branching protein	23	47	42	61	49	50	0.4150112517086667	0.8406347168863659	0.05857189935833774	0.324306483606371	0.2928750475188599	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
3275293	3275283	3271981		-	-	PA14_36730	trehalose synthase	28	46	41	58	50	51	1.0	1.0	0.5783765424433623	1.0	0.8110340393230898	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3277431	3277288	3275294	3275294	-	-	PA14_36740	hypothetical protein	26	33	34	41	36	37	1.0	1.0	0.8062520214114902	1.0	1.0	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
	3278313	3277432		-	-	PA14_36760	KU domain-containing protein	10	16	13	17	15	17	1.0	1.0	0.9789649757039544	1.0	1.0	1.0	1.0	1.0	0.9911884050858921	1.0	1.0	1.0	1.0	1.0	1.0
	3278578	3278336		-	-	PA14_36770	hypothetical protein	5	10	12	13	9	10	0.8287099473924521	0.4744141540430687	0.2350352957120372	1.0	1.0	1.0	1.0	1.0	0.9898983397887358	1.0	1.0	1.0	1.0	1.0	1.0
	3279083	3278592	3278592	-	-	PA14_36780	hypothetical protein	33	48	63	67	60	54	1.0	0.8864494390465811	0.34099005155022194	0.5904357083763112	1.0	1.0	1.0	1.0	0.9955915553035619	1.0	1.0	1.0	1.0	1.0	1.0
3279228	3279214	3279080		-	-	PA14_36790	hypothetical protein	41	71	86	89	74	67	0.8494962971374732	0.30867735355397297	0.1480650355220357	0.531056038717197	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3281440	3279311		-	katE	PA14_36810	hydroperoxidase II	11	18	12	19	17	13	0.9679157944688997	1.0	0.7306712185238494	1.0	1.0	1.0	1.0	1.0	0.8659899526672731	1.0	1.0	1.0	1.0	1.0	1.0
3281693	3281688	3281521	3281495	-	-	PA14_36820	hypothetical protein	16	66	48	157	47	90	1.605483164970527E-8	0.0030779825740955	1.5892731662297554E-67	0.0015380898078019756	3.250165636541259E-17	1.0	0.11448411024405453	1.0	0.9903226631520243	7.121081895809643E-7	1.0	0.17384251580731935	1.5729004670393234E-4	0.5135754031855302	0.6582120097913664
3282117	3282187	3282585	3282585	+	-	PA14_36830	hypothetical protein	16	27	30	42	32	31	0.8956877251967037	0.8406347168863659	0.014858821229191261	0.24238217748937418	0.5408253642739494	1.0	1.0	1.0	0.9938995227501686	1.0	1.0	1.0	1.0	1.0	1.0
3285082	3285030	3282592	3282586	-	glgP	PA14_36840	glycogen phosphorylase	34	49	51	62	53	54	1.0	1.0	0.6900383174678062	1.0	0.8685204839234864	0.8959133620267152	1.0	1.0	0.9941338349082152	1.0	1.0	0.9146228341529953	1.0	1.0	1.0
3285375	3285370	3285083	3285083	-	-	PA14_36850	hypothetical protein	205	298	530	528	380	316	1.0	0.12428052806885515	0.09562772718317117	0.668403369179201	0.8426286617279082	1.0	1.0	1.0	0.9936843319343431	1.0	1.0	0.9476099569357458	1.0	1.0	1.0
3285607	3285614	3285802	3285821	+	-	PA14_36860	hypothetical protein	40	61	65	64	63	81	1.0	1.0	1.0	1.0	0.5157769044250768	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3286682	3286682	3285822	3285822	-	-	PA14_36870	short-chain dehydrogenase	26	40	41	46	38	48	1.0	1.0	0.5783765424433623	1.0	0.6474347004507846	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
	3287226	3286708		-	-	PA14_36880	ompetence-damaged protein	4	9	12	11	9	10	0.1814978185417226	0.01406965648358919	0.012932364839744626	0.16673145889188695	0.11303504900225095	1.0	1.0	1.0	0.9955915553035619	1.0	1.0	1.0	1.0	1.0	1.0
	3287476	3287237		-	-	PA14_36890	metallothionein	9	15	17	14	15	15	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3287711	3287496		-	-	PA14_36900	hypothetical protein	8	14	13	15	11	10	0.9077381823616778	1.0	0.7781261447621255	1.0	1.0	1.0	1.0	1.0	0.46767839764844443	1.0	1.0	0.6617687698329006	1.0	0.8041665906446828	1.0
	3290309	3287787		-	ligD	PA14_36910	ATP-dependent DNA ligase	13	9	12	12	12	13	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3290863	3290327		-	-	PA14_36920	hypothetical protein	14	6	10	7	5	8	0.02309886486295609	1.0	0.010914861791494635	0.0023860534264242453	0.1373419429245519	1.0	1.0	1.0	0.9903226631520243	1.0	0.6832524127469166	1.0	1.0	1.0	1.0
3290965	3290965	3291489	3291514	+	-	PA14_36930	hypothetical protein	32	30	40	18	18	25	1.0	1.0	0.24625908236712693	0.7244651484431467	1.0	1.0	0.684058962384039	1.0	0.9644322707763724	0.06829145547530277	0.3281554935469524	0.726138637362938	1.0	1.0	1.0
	3291515	3291964		+	-	PA14_36940	hypothetical protein	4	8	10	9	7	8	0.4567324100323889	0.05426924326222593	0.13430062951288263	0.8758094538484305	0.4944220325647645	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
	3293306	3291942		-	-	PA14_36960	transporter	7	11	13	14	12	13	1.0	0.9053571237184991	0.3223032907874332	0.5629760314925786	0.6385032415891446	1.0	1.0	1.0	0.9941338349082152	1.0	1.0	1.0	1.0	1.0	1.0
	3293907	3293335		-	-	PA14_36980	hypothetical protein	23	38	46	42	35	34	1.0	0.7454402952733936	0.7787580154017878	1.0	1.0	1.0	1.0	1.0	0.9866686990263908	1.0	1.0	1.0	1.0	1.0	1.0
	3294857	3294000		-	-	PA14_36990	EAL domain-containing protein	4	3	4	4	3	2	1.0	1.0	1.0	1.0	0.0633782873016527	1.0	1.0	1.0	0.1324885051525335	1.0	1.0	0.0429532359787913	1.0	0.30666109725835633	0.5920216904521975
	3295567	3294854		-	cupA5	PA14_37000	chaperone CupA5	2	2	2	3	1	1	1.0	1.0	1.0	0.2424054527463136	0.10597131979268203	1.0	1.0	1.0	0.5339859150758469	1.0	1.0	0.9067263651008852	0.789671218752112	0.1419963803539414	1.0
	3296918	3295557		-	cupA4	PA14_37010	fimbrial subunit CupA4	2	2	3	3	2	2	1.0	1.0	1.0	1.0	0.9611716624895126	1.0	1.0	1.0	0.6853046218793873	1.0	1.0	0.24152931445711162	1.0	0.34298725579589523	1.0
	3299533	3296915		-	cupA3	PA14_37030	usher	7	6	7	8	5	4	1.0	1.0	1.0	1.0	0.5565625820502939	1.0	1.0	1.0	0.6927504997218369	1.0	1.0	0.6617687698329006	1.0	0.48058339457429217	1.0
	3300263	3299517		-	cupA2	PA14_37040	chaperone CupA2	4	3	4	3	2	2	1.0	1.0	1.0	0.6792203102943589	0.23593842339171248	1.0	1.0	1.0	0.5915821853170424	1.0	0.7612483159281231	0.18010993183193685	1.0	0.8040511251434957	1.0
	3300902	3300351		-	cupA1	PA14_37060	fimbrial subunit CupA1	16	16	11	11	12	6	1.0	1.0	0.5656592187238705	1.0	3.958473158516385E-4	1.0	0.9260037844920077	1.0	1.7135980399193005E-4	1.0	1.0	0.20818193075885913	1.0	0.444088456010561	0.05630925994008831
3301686	3301756	3302982	3302982	+	-	PA14_37070	hypothetical protein	146	131	184	87	76	125	1.0	1.0	0.9619539371602953	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	0.8675693066253584	1.0	1.0	1.0	1.0
3303010	3303409	3304044	3304079	+	-	PA14_37080	hypothetical protein	81	97	104	50	56	69	1.0	1.0	0.7826225267559556	1.0	1.0	1.0	0.4619255248853185	1.0	0.7209251625463053	0.32513652671302173	0.9052303884843648	0.9308604291501429	1.0	1.0	1.0
3305528	3305528	3304080	3304080	-	-	PA14_37090	aldehyde dehydrogenase	15	16	18	13	12	14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9863131796435706	1.0	1.0	1.0	1.0	1.0	1.0
	3307187	3305550		-	-	PA14_37100	dehydrogenase	6	5	7	5	5	5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3308224	3307292		-	-	PA14_37120	LysR family transcriptional regulator	18	17	17	19	14	20	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9904438484336732	1.0	1.0	1.0	1.0	1.0	1.0
	3309397	3308261		-	-	PA14_37130	hypothetical protein	11	12	11	12	12	14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3309523	3310428		+	-	PA14_37140	LysR family transcriptional regulator	10	12	11	10	11	10	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9867598511360286	1.0	1.0	1.0	1.0	1.0	1.0
	3310576	3311004		+	-	PA14_37150	hypothetical protein	6	11	8	8	10	9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
3311005	3311021	3312133	3312163	+	-	PA14_37170	hypothetical protein	27	25	28	32	28	25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3313744	3312668		-	ada	PA14_37190	O6-methylguanine-DNA methyltransferase	20	28	24	24	19	16	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.1798710947215656	1.0	1.0	0.8334380929765983	1.0	1.0	1.0
3313862	3313936	3314919		+	-	PA14_37200	hypothetical protein	17	76	37	76	57	37	1.4973181842012615E-7	0.41953607897029127	1.7980294651864942E-7	7.997487823790578E-4	0.30546457517735814	0.43034253913683934	1.0	1.0	0.15214112237760044	0.312532181077631	0.8973249492900178	1.0	1.0	0.23437490261415933	0.933667950492298
3315701	3315701	3314904		-	-	PA14_37210	hypothetical protein	17	52	30	46	34	30	0.0031895724160277087	1.0	0.027976193813748138	0.3398537390112238	0.8294215274451682	0.6774059576488867	1.0	1.0	0.34674668621898047	1.0	1.0	1.0	1.0	1.0	1.0
	3316761	3315808		-	-	PA14_37220	LysR family transcriptional regulator	3	4	4	3	4	2	1.0	1.0	1.0	1.0	0.92281206687212	1.0	1.0	1.0	0.18737568902355367	1.0	1.0	0.03366023304842985	1.0	1.0	0.28008244860289716
	3317016	3318287	3318287	+	-	PA14_37250	major facilitator transporter	4	26	11	17	16	10	3.2733896764040577E-21	0.02402192333433843	1.2403825416552266E-7	6.101059653426362E-7	0.10597131979268203	0.03733779897374021	0.9260037844920077	1.0	0.0010843877993122685	1.0	1.0	1.0	1.0	0.6108432491716067	0.615775797565237
	3318312	3319541		+	-	PA14_37260	porin	9	18	12	14	12	13	0.44557945669249416	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7471188805721994	1.0	1.0	1.0	1.0	1.0	1.0
	3319574	3320317		+	-	PA14_37270	LamB/YcsF family protein	6	40	16	25	19	14	2.339356067916983E-22	0.036374849099433726	6.80413120110351E-7	8.775167006475648E-4	0.16358858938133508	0.02008096021501822	0.684058962384039	0.4464375830626642	3.6913118883763474E-4	1.0	1.0	1.0	1.0	0.6734339676260573	1.0
	3320314	3321027		+	-	PA14_37290	hypothetical protein	3	25	11	16	15	9	1.0144201592729102E-37	1.959602268103226E-4	1.6014172571276236E-12	3.109245145160644E-11	0.012569061338807228	0.013049376662854328	0.9260037844920077	1.0	6.6208544020820275E-6	1.0	1.0	1.0	1.0	0.18863577641582713	0.23396603560301882
	3321024	3321965		+	-	PA14_37310	hypothetical protein	6	29	14	25	19	13	4.510477962726546E-12	0.0972237893678694	1.683545812334183E-8	2.2295866800409406E-4	0.19699342311852766	0.16500884401213825	1.0	1.0	0.019984435386675877	0.631791426797883	1.0	1.0	1.0	0.2557133795556649	1.0
3322033	3322033	3322509		+	-	PA14_37320	hypothetical protein	10	19	18	20	17	13	0.5304459725714609	1.0	0.43617389198802226	0.9845689925902057	1.0	1.0	1.0	1.0	0.45444791607161517	1.0	1.0	0.9797808801682607	1.0	0.6979787940538648	1.0
	3324300	3322528	3322528	-	-	PA14_37340	thiamine pyrophosphate protein	9	13	13	16	14	13	1.0	1.0	0.7059678026128068	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3324471	3324869		+	-	PA14_37350	hypothetical protein	6	9	11	11	8	9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9936843319343431	1.0	1.0	1.0	1.0	1.0	1.0
	3326026	3325268		-	-	PA14_37360	short chain dehydrogenase	8	11	9	11	8	10	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3326940	3326011		-	-	PA14_37370	esterase	4	5	3	3	3	4	1.0	1.0	1.0	0.8758094538484305	1.0	1.0	1.0	0.9912366947552822	0.9632190801148409	1.0	1.0	1.0	1.0	1.0	1.0
	3328426	3326951		-	-	PA14_37380	flavin-binding monooxygenase	3	4	4	4	3	4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3328573	3329607		+	-	PA14_37400	AraC family transcriptional regulator	16	14	17	15	12	14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3329756	3330601		+	-	PA14_37410	hypothetical protein	9	10	9	11	8	11	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9972503509982843	1.0	1.0	1.0	1.0	1.0	1.0
	3331559	3330603		-	-	PA14_37420	transmembrane sensor protein	10	8	8	7	9	5	1.0	1.0	0.6113245713322218	1.0	0.07385576454394573	1.0	1.0	1.0	0.5415893532802752	1.0	1.0	0.9146228341529953	1.0	1.0	0.488458042053001
	3332065	3331556		-	-	PA14_37430	RNA polymerase sigma factor	8	8	7	5	7	6	1.0	1.0	0.583486808851426	1.0	0.5648166752852164	1.0	1.0	1.0	0.8187153720386682	1.0	1.0	1.0	1.0	1.0	1.0
	3333364	3332168		-	-	PA14_37440	MFS transporter	19	13	20	18	18	18	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903226631520243	1.0	1.0	1.0	1.0	1.0	1.0
	3334634	3333351		-	-	PA14_37460	permease	7	6	5	5	8	6	1.0	1.0	0.8353029563553505	1.0	0.9579723442440938	1.0	1.0	1.0	0.9903226631520243	1.0	0.663704469848672	1.0	1.0	1.0	1.0
